Year,State,County,HAI,Operative_Procedure,Facility_ID,Facility_Name,Hospital_Category_RiskAdjustment,Facility_Type,Procedure_Count,Infections_Reported,Infections_Predicted
2020H1,California,Tulare,Surgical Site Infections (SSI),Appendix surgery,120001464,Sierra View Medical Center,Acute Care Hospital,"Community, 125-250 Beds",18,0,0.04
2020H1,California,Tulare,Surgical Site Infections (SSI),Cesarean section,120001464,Sierra View Medical Center,Acute Care Hospital,"Community, 125-250 Beds",185,0,0.15
2020H1,California,Tulare,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),120001464,Sierra View Medical Center,Acute Care Hospital,"Community, 125-250 Beds",31,0,0.09
2020H1,California,Tulare,Surgical Site Infections (SSI),Gallbladder surgery,120001464,Sierra View Medical Center,Acute Care Hospital,"Community, 125-250 Beds",51,0,0.09
2020H1,California,Tulare,Surgical Site Infections (SSI),Hip prosthesis,120001464,Sierra View Medical Center,Acute Care Hospital,"Community, 125-250 Beds",9,0,0.04
2020H1,California,Tulare,Surgical Site Infections (SSI),"Hysterectomy, abdominal",120001464,Sierra View Medical Center,Acute Care Hospital,"Community, 125-250 Beds",23,0,0.12
2020H1,California,Tulare,Surgical Site Infections (SSI),"Hysterectomy, vaginal",120001464,Sierra View Medical Center,Acute Care Hospital,"Community, 125-250 Beds",3,0,0.01
2020H1,California,Tulare,Surgical Site Infections (SSI),Knee prosthesis,120001464,Sierra View Medical Center,Acute Care Hospital,"Community, 125-250 Beds",38,0,0.11
2020H1,California,Tulare,Surgical Site Infections (SSI),Ovarian surgery,120001464,Sierra View Medical Center,Acute Care Hospital,"Community, 125-250 Beds",7,0,0
2020H1,California,Tulare,Surgical Site Infections (SSI),Pacemaker surgery,120001464,Sierra View Medical Center,Acute Care Hospital,"Community, 125-250 Beds",11,0,0.02
2020H1,California,Alameda,Surgical Site Infections (SSI),All procedures,140000011,Alameda Hospital,Acute Care Hospital,"Community, <125 Beds",15,0,0.16
2020H1,California,Alameda,Surgical Site Infections (SSI),Appendix surgery,140000011,Alameda Hospital,Acute Care Hospital,"Community, <125 Beds",2,0,0
2020H1,California,Alameda,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),140000011,Alameda Hospital,Acute Care Hospital,"Community, <125 Beds",3,0,0.05
2020H1,California,Alameda,Surgical Site Infections (SSI),Hip prosthesis,140000011,Alameda Hospital,Acute Care Hospital,"Community, <125 Beds",1,0,0.01
2020H1,California,Alameda,Surgical Site Infections (SSI),"Hysterectomy, vaginal",140000011,Alameda Hospital,Acute Care Hospital,"Community, <125 Beds",1,0,0
2020H1,California,Alameda,Surgical Site Infections (SSI),Laminectomy,140000011,Alameda Hospital,Acute Care Hospital,"Community, <125 Beds",2,0,0.01
2020H1,California,Alameda,Surgical Site Infections (SSI),Small bowel surgery,140000011,Alameda Hospital,Acute Care Hospital,"Community, <125 Beds",4,0,0.08
2020H1,California,Alameda,Surgical Site Infections (SSI),Spinal fusion,140000011,Alameda Hospital,Acute Care Hospital,"Community, <125 Beds",2,0,0
2020H1,California,Alameda,Surgical Site Infections (SSI),All procedures,140000012,"Alta Bates Summit Medical Center, Alta Bates Campus",Acute Care Hospital,"Community, >250 Beds",1127,3,5.21
2020H1,California,Alameda,Surgical Site Infections (SSI),Appendix surgery,140000012,"Alta Bates Summit Medical Center, Alta Bates Campus",Acute Care Hospital,"Community, >250 Beds",66,0,0.45
2020H1,California,Alameda,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",140000012,"Alta Bates Summit Medical Center, Alta Bates Campus",Acute Care Hospital,"Community, >250 Beds",3,0,0.05
2020H1,California,Alameda,Surgical Site Infections (SSI),Cesarean section,140000012,"Alta Bates Summit Medical Center, Alta Bates Campus",Acute Care Hospital,"Community, >250 Beds",543,0,1.49
2020H1,California,Alameda,Surgical Site Infections (SSI),Colon surgery,140000012,"Alta Bates Summit Medical Center, Alta Bates Campus",Acute Care Hospital,"Community, >250 Beds",13,2,0.31
2020H1,California,Alameda,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),140000012,"Alta Bates Summit Medical Center, Alta Bates Campus",Acute Care Hospital,"Community, >250 Beds",35,0,0.16
2020H1,California,Alameda,Surgical Site Infections (SSI),Gallbladder surgery,140000012,"Alta Bates Summit Medical Center, Alta Bates Campus",Acute Care Hospital,"Community, >250 Beds",45,0,0.22
2020H1,California,Alameda,Surgical Site Infections (SSI),Gastric surgery,140000012,"Alta Bates Summit Medical Center, Alta Bates Campus",Acute Care Hospital,"Community, >250 Beds",3,0,0.04
2020H1,California,Alameda,Surgical Site Infections (SSI),Hip prosthesis,140000012,"Alta Bates Summit Medical Center, Alta Bates Campus",Acute Care Hospital,"Community, >250 Beds",56,0,0.3
2020H1,California,Alameda,Surgical Site Infections (SSI),"Hysterectomy, abdominal",140000012,"Alta Bates Summit Medical Center, Alta Bates Campus",Acute Care Hospital,"Community, >250 Beds",35,0,0.32
2020H1,California,Alameda,Surgical Site Infections (SSI),Kidney surgery,140000012,"Alta Bates Summit Medical Center, Alta Bates Campus",Acute Care Hospital,"Community, >250 Beds",1,0,0
2020H1,California,Alameda,Surgical Site Infections (SSI),Knee prosthesis,140000012,"Alta Bates Summit Medical Center, Alta Bates Campus",Acute Care Hospital,"Community, >250 Beds",62,0,0.2
2020H1,California,Alameda,Surgical Site Infections (SSI),Laminectomy,140000012,"Alta Bates Summit Medical Center, Alta Bates Campus",Acute Care Hospital,"Community, >250 Beds",105,1,0.47
2020H1,California,Alameda,Surgical Site Infections (SSI),Open reduction of fracture,140000012,"Alta Bates Summit Medical Center, Alta Bates Campus",Acute Care Hospital,"Community, >250 Beds",33,0,0.21
2020H1,California,Alameda,Surgical Site Infections (SSI),Ovarian surgery,140000012,"Alta Bates Summit Medical Center, Alta Bates Campus",Acute Care Hospital,"Community, >250 Beds",34,0,0.04
2020H1,California,Alameda,Surgical Site Infections (SSI),Rectal surgery,140000012,"Alta Bates Summit Medical Center, Alta Bates Campus",Acute Care Hospital,"Community, >250 Beds",4,0,0.07
2020H1,California,Alameda,Surgical Site Infections (SSI),Small bowel surgery,140000012,"Alta Bates Summit Medical Center, Alta Bates Campus",Acute Care Hospital,"Community, >250 Beds",7,0,0.13
2020H1,California,Alameda,Surgical Site Infections (SSI),Spinal fusion,140000012,"Alta Bates Summit Medical Center, Alta Bates Campus",Acute Care Hospital,"Community, >250 Beds",77,0,0.76
2020H1,California,Alameda,Surgical Site Infections (SSI),Thoracic surgery,140000012,"Alta Bates Summit Medical Center, Alta Bates Campus",Acute Care Hospital,"Community, >250 Beds",5,0,0.01
2020H1,California,Alameda,Surgical Site Infections (SSI),All procedures,140000014,UCSF Benioff Children's Hospital Oakland,Acute Care Hospital,Pediatric,18,0,0.14
2020H1,California,Alameda,Surgical Site Infections (SSI),Appendix surgery,140000014,UCSF Benioff Children's Hospital Oakland,Acute Care Hospital,Pediatric,3,0,0.01
2020H1,California,Alameda,Surgical Site Infections (SSI),Cardiac surgery,140000014,UCSF Benioff Children's Hospital Oakland,Acute Care Hospital,Pediatric,1,0,0
2020H1,California,Alameda,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),140000014,UCSF Benioff Children's Hospital Oakland,Acute Care Hospital,Pediatric,5,0,0.02
2020H1,California,Alameda,Surgical Site Infections (SSI),Gallbladder surgery,140000014,UCSF Benioff Children's Hospital Oakland,Acute Care Hospital,Pediatric,1,0,0
2020H1,California,Alameda,Surgical Site Infections (SSI),Gastric surgery,140000014,UCSF Benioff Children's Hospital Oakland,Acute Care Hospital,Pediatric,1,0,0.01
2020H1,California,Alameda,Surgical Site Infections (SSI),Laminectomy,140000014,UCSF Benioff Children's Hospital Oakland,Acute Care Hospital,Pediatric,1,0,0
2020H1,California,Alameda,Surgical Site Infections (SSI),Open reduction of fracture,140000014,UCSF Benioff Children's Hospital Oakland,Acute Care Hospital,Pediatric,1,0,0.03
2020H1,California,Alameda,Surgical Site Infections (SSI),Small bowel surgery,140000014,UCSF Benioff Children's Hospital Oakland,Acute Care Hospital,Pediatric,1,0,0.03
2020H1,California,Alameda,Surgical Site Infections (SSI),Spinal fusion,140000014,UCSF Benioff Children's Hospital Oakland,Acute Care Hospital,Pediatric,1,0,0.03
2020H1,California,Alameda,Surgical Site Infections (SSI),Thoracic surgery,140000014,UCSF Benioff Children's Hospital Oakland,Acute Care Hospital,Pediatric,3,0,0.02
2020H1,California,Contra Costa,Surgical Site Infections (SSI),All procedures,140000016,Sutter Delta Medical Center,Acute Care Hospital,"Community, 125-250 Beds",334,1,1.78
2020H1,California,Contra Costa,Surgical Site Infections (SSI),Appendix surgery,140000016,Sutter Delta Medical Center,Acute Care Hospital,"Community, 125-250 Beds",47,0,0.15
2020H1,California,Contra Costa,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",140000016,Sutter Delta Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.01
2020H1,California,Contra Costa,Surgical Site Infections (SSI),Cardiac surgery,140000016,Sutter Delta Medical Center,Acute Care Hospital,"Community, 125-250 Beds",5,0,0.02
2020H1,California,Contra Costa,Surgical Site Infections (SSI),Cesarean section,140000016,Sutter Delta Medical Center,Acute Care Hospital,"Community, 125-250 Beds",74,0,0.13
2020H1,California,Contra Costa,Surgical Site Infections (SSI),Colon surgery,140000016,Sutter Delta Medical Center,Acute Care Hospital,"Community, 125-250 Beds",16,0,0.43
2020H1,California,Contra Costa,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),140000016,Sutter Delta Medical Center,Acute Care Hospital,"Community, 125-250 Beds",22,0,0.17
2020H1,California,Contra Costa,Surgical Site Infections (SSI),Gallbladder surgery,140000016,Sutter Delta Medical Center,Acute Care Hospital,"Community, 125-250 Beds",40,0,0.09
2020H1,California,Contra Costa,Surgical Site Infections (SSI),Gastric surgery,140000016,Sutter Delta Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.01
2020H1,California,Contra Costa,Surgical Site Infections (SSI),Hip prosthesis,140000016,Sutter Delta Medical Center,Acute Care Hospital,"Community, 125-250 Beds",13,0,0.11
2020H1,California,Contra Costa,Surgical Site Infections (SSI),"Hysterectomy, abdominal",140000016,Sutter Delta Medical Center,Acute Care Hospital,"Community, 125-250 Beds",4,0,0.04
2020H1,California,Contra Costa,Surgical Site Infections (SSI),Kidney surgery,140000016,Sutter Delta Medical Center,Acute Care Hospital,"Community, 125-250 Beds",3,0,0.01
2020H1,California,Contra Costa,Surgical Site Infections (SSI),Knee prosthesis,140000016,Sutter Delta Medical Center,Acute Care Hospital,"Community, 125-250 Beds",10,0,0.04
2020H1,California,Contra Costa,Surgical Site Infections (SSI),Open reduction of fracture,140000016,Sutter Delta Medical Center,Acute Care Hospital,"Community, 125-250 Beds",25,1,0.17
2020H1,California,Contra Costa,Surgical Site Infections (SSI),Ovarian surgery,140000016,Sutter Delta Medical Center,Acute Care Hospital,"Community, 125-250 Beds",4,0,0.01
2020H1,California,Contra Costa,Surgical Site Infections (SSI),Pacemaker surgery,140000016,Sutter Delta Medical Center,Acute Care Hospital,"Community, 125-250 Beds",22,0,0.04
2020H1,California,Contra Costa,Surgical Site Infections (SSI),Rectal surgery,140000016,Sutter Delta Medical Center,Acute Care Hospital,"Community, 125-250 Beds",7,0,0.12
2020H1,California,Contra Costa,Surgical Site Infections (SSI),Small bowel surgery,140000016,Sutter Delta Medical Center,Acute Care Hospital,"Community, 125-250 Beds",10,0,0.18
2020H1,California,Contra Costa,Surgical Site Infections (SSI),Spleen surgery,140000016,Sutter Delta Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.01
2020H1,California,Contra Costa,Surgical Site Infections (SSI),Thoracic surgery,140000016,Sutter Delta Medical Center,Acute Care Hospital,"Community, 125-250 Beds",29,0,0.05
2020H1,California,Alameda,Surgical Site Infections (SSI),All procedures,140000034,Highland Hospital,Acute Care Hospital,Major Teaching,144,4,1.37
2020H1,California,Alameda,Surgical Site Infections (SSI),Appendix surgery,140000034,Highland Hospital,Acute Care Hospital,Major Teaching,2,0,0.01
2020H1,California,Alameda,Surgical Site Infections (SSI),Cesarean section,140000034,Highland Hospital,Acute Care Hospital,Major Teaching,1,0,0.01
2020H1,California,Alameda,Surgical Site Infections (SSI),Colon surgery,140000034,Highland Hospital,Acute Care Hospital,Major Teaching,6,0,0.18
2020H1,California,Alameda,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),140000034,Highland Hospital,Acute Care Hospital,Major Teaching,33,3,0.43
2020H1,California,Alameda,Surgical Site Infections (SSI),Gallbladder surgery,140000034,Highland Hospital,Acute Care Hospital,Major Teaching,4,0,0.01
2020H1,California,Alameda,Surgical Site Infections (SSI),Gastric surgery,140000034,Highland Hospital,Acute Care Hospital,Major Teaching,3,0,0.06
2020H1,California,Alameda,Surgical Site Infections (SSI),Hip prosthesis,140000034,Highland Hospital,Acute Care Hospital,Major Teaching,23,0,0.12
2020H1,California,Alameda,Surgical Site Infections (SSI),"Hysterectomy, abdominal",140000034,Highland Hospital,Acute Care Hospital,Major Teaching,6,0,0.05
2020H1,California,Alameda,Surgical Site Infections (SSI),Kidney surgery,140000034,Highland Hospital,Acute Care Hospital,Major Teaching,11,0,0.04
2020H1,California,Alameda,Surgical Site Infections (SSI),Knee prosthesis,140000034,Highland Hospital,Acute Care Hospital,Major Teaching,3,0,0.05
2020H1,California,Alameda,Surgical Site Infections (SSI),Laminectomy,140000034,Highland Hospital,Acute Care Hospital,Major Teaching,6,0,0.02
2020H1,California,Alameda,Surgical Site Infections (SSI),Open reduction of fracture,140000034,Highland Hospital,Acute Care Hospital,Major Teaching,12,1,0.17
2020H1,California,Alameda,Surgical Site Infections (SSI),Ovarian surgery,140000034,Highland Hospital,Acute Care Hospital,Major Teaching,6,0,0
2020H1,California,Alameda,Surgical Site Infections (SSI),Pacemaker surgery,140000034,Highland Hospital,Acute Care Hospital,Major Teaching,4,0,0.01
2020H1,California,Alameda,Surgical Site Infections (SSI),Small bowel surgery,140000034,Highland Hospital,Acute Care Hospital,Major Teaching,6,0,0.12
2020H1,California,Alameda,Surgical Site Infections (SSI),Spinal fusion,140000034,Highland Hospital,Acute Care Hospital,Major Teaching,2,0,0.02
2020H1,California,Alameda,Surgical Site Infections (SSI),Spleen surgery,140000034,Highland Hospital,Acute Care Hospital,Major Teaching,3,0,0.02
2020H1,California,Alameda,Surgical Site Infections (SSI),Thoracic surgery,140000034,Highland Hospital,Acute Care Hospital,Major Teaching,13,0,0.05
2020H1,California,Alameda,Surgical Site Infections (SSI),All procedures,140000041,St Rose Hospital,Acute Care Hospital,"Community, 125-250 Beds",253,2,1.41
2020H1,California,Alameda,Surgical Site Infections (SSI),Appendix surgery,140000041,St Rose Hospital,Acute Care Hospital,"Community, 125-250 Beds",25,0,0.07
2020H1,California,Alameda,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",140000041,St Rose Hospital,Acute Care Hospital,"Community, 125-250 Beds",3,0,0.03
2020H1,California,Alameda,Surgical Site Infections (SSI),Cesarean section,140000041,St Rose Hospital,Acute Care Hospital,"Community, 125-250 Beds",42,0,0.04
2020H1,California,Alameda,Surgical Site Infections (SSI),Colon surgery,140000041,St Rose Hospital,Acute Care Hospital,"Community, 125-250 Beds",4,0,0.09
2020H1,California,Alameda,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),140000041,St Rose Hospital,Acute Care Hospital,"Community, 125-250 Beds",20,0,0.09
2020H1,California,Alameda,Surgical Site Infections (SSI),Gallbladder surgery,140000041,St Rose Hospital,Acute Care Hospital,"Community, 125-250 Beds",35,0,0.07
2020H1,California,Alameda,Surgical Site Infections (SSI),Gastric surgery,140000041,St Rose Hospital,Acute Care Hospital,"Community, 125-250 Beds",5,0,0.06
2020H1,California,Alameda,Surgical Site Infections (SSI),Hip prosthesis,140000041,St Rose Hospital,Acute Care Hospital,"Community, 125-250 Beds",22,0,0.29
2020H1,California,Alameda,Surgical Site Infections (SSI),"Hysterectomy, abdominal",140000041,St Rose Hospital,Acute Care Hospital,"Community, 125-250 Beds",4,0,0.02
2020H1,California,Alameda,Surgical Site Infections (SSI),Knee prosthesis,140000041,St Rose Hospital,Acute Care Hospital,"Community, 125-250 Beds",56,2,0.34
2020H1,California,Alameda,Surgical Site Infections (SSI),Laminectomy,140000041,St Rose Hospital,Acute Care Hospital,"Community, 125-250 Beds",6,0,0.02
2020H1,California,Alameda,Surgical Site Infections (SSI),Open reduction of fracture,140000041,St Rose Hospital,Acute Care Hospital,"Community, 125-250 Beds",14,0,0.07
2020H1,California,Alameda,Surgical Site Infections (SSI),Ovarian surgery,140000041,St Rose Hospital,Acute Care Hospital,"Community, 125-250 Beds",3,0,0
2020H1,California,Alameda,Surgical Site Infections (SSI),Small bowel surgery,140000041,St Rose Hospital,Acute Care Hospital,"Community, 125-250 Beds",7,0,0.12
2020H1,California,Alameda,Surgical Site Infections (SSI),Spinal fusion,140000041,St Rose Hospital,Acute Care Hospital,"Community, 125-250 Beds",7,0,0.11
2020H1,California,Alameda,Surgical Site Infections (SSI),All procedures,140000118,Washington Hospital,Acute Care Hospital,"Community, >250 Beds",1337,2,5.79
2020H1,California,Alameda,Surgical Site Infections (SSI),Appendix surgery,140000118,Washington Hospital,Acute Care Hospital,"Community, >250 Beds",51,0,0.21
2020H1,California,Alameda,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",140000118,Washington Hospital,Acute Care Hospital,"Community, >250 Beds",1,0,0.03
2020H1,California,Alameda,Surgical Site Infections (SSI),Cardiac surgery,140000118,Washington Hospital,Acute Care Hospital,"Community, >250 Beds",17,0,0.09
2020H1,California,Alameda,Surgical Site Infections (SSI),Cesarean section,140000118,Washington Hospital,Acute Care Hospital,"Community, >250 Beds",236,0,0.21
2020H1,California,Alameda,Surgical Site Infections (SSI),Colon surgery,140000118,Washington Hospital,Acute Care Hospital,"Community, >250 Beds",40,0,0.75
2020H1,California,Alameda,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",140000118,Washington Hospital,Acute Care Hospital,"Community, >250 Beds",40,0,0.3
2020H1,California,Alameda,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",140000118,Washington Hospital,Acute Care Hospital,"Community, >250 Beds",2,0,0.01
2020H1,California,Alameda,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),140000118,Washington Hospital,Acute Care Hospital,"Community, >250 Beds",54,0,0.3
2020H1,California,Alameda,Surgical Site Infections (SSI),Gallbladder surgery,140000118,Washington Hospital,Acute Care Hospital,"Community, >250 Beds",31,0,0.09
2020H1,California,Alameda,Surgical Site Infections (SSI),Gastric surgery,140000118,Washington Hospital,Acute Care Hospital,"Community, >250 Beds",20,0,0.14
2020H1,California,Alameda,Surgical Site Infections (SSI),Hip prosthesis,140000118,Washington Hospital,Acute Care Hospital,"Community, >250 Beds",203,1,1.03
2020H1,California,Alameda,Surgical Site Infections (SSI),"Hysterectomy, abdominal",140000118,Washington Hospital,Acute Care Hospital,"Community, >250 Beds",15,0,0.1
2020H1,California,Alameda,Surgical Site Infections (SSI),"Hysterectomy, vaginal",140000118,Washington Hospital,Acute Care Hospital,"Community, >250 Beds",2,0,0.01
2020H1,California,Alameda,Surgical Site Infections (SSI),Kidney surgery,140000118,Washington Hospital,Acute Care Hospital,"Community, >250 Beds",5,0,0.02
2020H1,California,Alameda,Surgical Site Infections (SSI),Knee prosthesis,140000118,Washington Hospital,Acute Care Hospital,"Community, >250 Beds",365,1,0.8
2020H1,California,Alameda,Surgical Site Infections (SSI),Laminectomy,140000118,Washington Hospital,Acute Care Hospital,"Community, >250 Beds",61,0,0.27
2020H1,California,Alameda,Surgical Site Infections (SSI),Open reduction of fracture,140000118,Washington Hospital,Acute Care Hospital,"Community, >250 Beds",31,0,0.22
2020H1,California,Alameda,Surgical Site Infections (SSI),Ovarian surgery,140000118,Washington Hospital,Acute Care Hospital,"Community, >250 Beds",16,0,0.01
2020H1,California,Alameda,Surgical Site Infections (SSI),Pacemaker surgery,140000118,Washington Hospital,Acute Care Hospital,"Community, >250 Beds",33,0,0.06
2020H1,California,Alameda,Surgical Site Infections (SSI),Rectal surgery,140000118,Washington Hospital,Acute Care Hospital,"Community, >250 Beds",6,0,0.12
2020H1,California,Alameda,Surgical Site Infections (SSI),Small bowel surgery,140000118,Washington Hospital,Acute Care Hospital,"Community, >250 Beds",26,0,0.5
2020H1,California,Alameda,Surgical Site Infections (SSI),Spinal fusion,140000118,Washington Hospital,Acute Care Hospital,"Community, >250 Beds",41,0,0.37
2020H1,California,Alameda,Surgical Site Infections (SSI),Spleen surgery,140000118,Washington Hospital,Acute Care Hospital,"Community, >250 Beds",4,0,0.03
2020H1,California,Alameda,Surgical Site Infections (SSI),Thoracic surgery,140000118,Washington Hospital,Acute Care Hospital,"Community, >250 Beds",37,0,0.13
2020H1,California,Alameda,Surgical Site Infections (SSI),All procedures,140000183,Eden Medical Center,Acute Care Hospital,"Community, 125-250 Beds",702,6,4.07
2020H1,California,Alameda,Surgical Site Infections (SSI),Appendix surgery,140000183,Eden Medical Center,Acute Care Hospital,"Community, 125-250 Beds",45,0,0.15
2020H1,California,Alameda,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",140000183,Eden Medical Center,Acute Care Hospital,"Community, 125-250 Beds",2,0,0.04
2020H1,California,Alameda,Surgical Site Infections (SSI),Cardiac surgery,140000183,Eden Medical Center,Acute Care Hospital,"Community, 125-250 Beds",5,0,0.03
2020H1,California,Alameda,Surgical Site Infections (SSI),Cesarean section,140000183,Eden Medical Center,Acute Care Hospital,"Community, 125-250 Beds",136,1,0.16
2020H1,California,Alameda,Surgical Site Infections (SSI),Colon surgery,140000183,Eden Medical Center,Acute Care Hospital,"Community, 125-250 Beds",45,2,1.26
2020H1,California,Alameda,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),140000183,Eden Medical Center,Acute Care Hospital,"Community, 125-250 Beds",54,0,0.35
2020H1,California,Alameda,Surgical Site Infections (SSI),Gallbladder surgery,140000183,Eden Medical Center,Acute Care Hospital,"Community, 125-250 Beds",53,0,0.13
2020H1,California,Alameda,Surgical Site Infections (SSI),Gastric surgery,140000183,Eden Medical Center,Acute Care Hospital,"Community, 125-250 Beds",10,0,0.14
2020H1,California,Alameda,Surgical Site Infections (SSI),Hip prosthesis,140000183,Eden Medical Center,Acute Care Hospital,"Community, 125-250 Beds",39,1,0.18
2020H1,California,Alameda,Surgical Site Infections (SSI),"Hysterectomy, abdominal",140000183,Eden Medical Center,Acute Care Hospital,"Community, 125-250 Beds",8,0,0.05
2020H1,California,Alameda,Surgical Site Infections (SSI),"Hysterectomy, vaginal",140000183,Eden Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0
2020H1,California,Alameda,Surgical Site Infections (SSI),Kidney surgery,140000183,Eden Medical Center,Acute Care Hospital,"Community, 125-250 Beds",2,0,0.01
2020H1,California,Alameda,Surgical Site Infections (SSI),Knee prosthesis,140000183,Eden Medical Center,Acute Care Hospital,"Community, 125-250 Beds",51,1,0.15
2020H1,California,Alameda,Surgical Site Infections (SSI),Laminectomy,140000183,Eden Medical Center,Acute Care Hospital,"Community, 125-250 Beds",60,0,0.19
2020H1,California,Alameda,Surgical Site Infections (SSI),Open reduction of fracture,140000183,Eden Medical Center,Acute Care Hospital,"Community, 125-250 Beds",74,0,0.52
2020H1,California,Alameda,Surgical Site Infections (SSI),Ovarian surgery,140000183,Eden Medical Center,Acute Care Hospital,"Community, 125-250 Beds",8,0,0.01
2020H1,California,Alameda,Surgical Site Infections (SSI),Pacemaker surgery,140000183,Eden Medical Center,Acute Care Hospital,"Community, 125-250 Beds",14,0,0.02
2020H1,California,Alameda,Surgical Site Infections (SSI),Rectal surgery,140000183,Eden Medical Center,Acute Care Hospital,"Community, 125-250 Beds",6,0,0.09
2020H1,California,Alameda,Surgical Site Infections (SSI),Small bowel surgery,140000183,Eden Medical Center,Acute Care Hospital,"Community, 125-250 Beds",19,0,0.38
2020H1,California,Alameda,Surgical Site Infections (SSI),Spinal fusion,140000183,Eden Medical Center,Acute Care Hospital,"Community, 125-250 Beds",49,1,0.16
2020H1,California,Alameda,Surgical Site Infections (SSI),Spleen surgery,140000183,Eden Medical Center,Acute Care Hospital,"Community, 125-250 Beds",2,0,0.03
2020H1,California,Alameda,Surgical Site Infections (SSI),Thoracic surgery,140000183,Eden Medical Center,Acute Care Hospital,"Community, 125-250 Beds",19,0,0.04
2020H1,California,Contra Costa,Surgical Site Infections (SSI),All procedures,140000187,"John Muir Medical Center, Walnut Creek Campus",Acute Care Hospital,Major Teaching,2285,12,17.29
2020H1,California,Contra Costa,Surgical Site Infections (SSI),Appendix surgery,140000187,"John Muir Medical Center, Walnut Creek Campus",Acute Care Hospital,Major Teaching,57,0,0.36
2020H1,California,Contra Costa,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",140000187,"John Muir Medical Center, Walnut Creek Campus",Acute Care Hospital,Major Teaching,22,0,0.73
2020H1,California,Contra Costa,Surgical Site Infections (SSI),Cardiac surgery,140000187,"John Muir Medical Center, Walnut Creek Campus",Acute Care Hospital,Major Teaching,5,0,0.02
2020H1,California,Contra Costa,Surgical Site Infections (SSI),Cesarean section,140000187,"John Muir Medical Center, Walnut Creek Campus",Acute Care Hospital,Major Teaching,383,0,0.73
2020H1,California,Contra Costa,Surgical Site Infections (SSI),Colon surgery,140000187,"John Muir Medical Center, Walnut Creek Campus",Acute Care Hospital,Major Teaching,108,2,3.4
2020H1,California,Contra Costa,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),140000187,"John Muir Medical Center, Walnut Creek Campus",Acute Care Hospital,Major Teaching,193,2,0.94
2020H1,California,Contra Costa,Surgical Site Infections (SSI),Gallbladder surgery,140000187,"John Muir Medical Center, Walnut Creek Campus",Acute Care Hospital,Major Teaching,72,0,0.44
2020H1,California,Contra Costa,Surgical Site Infections (SSI),Gastric surgery,140000187,"John Muir Medical Center, Walnut Creek Campus",Acute Care Hospital,Major Teaching,12,0,0.27
2020H1,California,Contra Costa,Surgical Site Infections (SSI),Hip prosthesis,140000187,"John Muir Medical Center, Walnut Creek Campus",Acute Care Hospital,Major Teaching,143,2,1.44
2020H1,California,Contra Costa,Surgical Site Infections (SSI),"Hysterectomy, abdominal",140000187,"John Muir Medical Center, Walnut Creek Campus",Acute Care Hospital,Major Teaching,107,0,0.97
2020H1,California,Contra Costa,Surgical Site Infections (SSI),"Hysterectomy, vaginal",140000187,"John Muir Medical Center, Walnut Creek Campus",Acute Care Hospital,Major Teaching,1,0,0.01
2020H1,California,Contra Costa,Surgical Site Infections (SSI),Kidney surgery,140000187,"John Muir Medical Center, Walnut Creek Campus",Acute Care Hospital,Major Teaching,3,0,0.01
2020H1,California,Contra Costa,Surgical Site Infections (SSI),Knee prosthesis,140000187,"John Muir Medical Center, Walnut Creek Campus",Acute Care Hospital,Major Teaching,311,0,2.06
2020H1,California,Contra Costa,Surgical Site Infections (SSI),Laminectomy,140000187,"John Muir Medical Center, Walnut Creek Campus",Acute Care Hospital,Major Teaching,160,0,0.71
2020H1,California,Contra Costa,Surgical Site Infections (SSI),Open reduction of fracture,140000187,"John Muir Medical Center, Walnut Creek Campus",Acute Care Hospital,Major Teaching,186,1,1.1
2020H1,California,Contra Costa,Surgical Site Infections (SSI),Ovarian surgery,140000187,"John Muir Medical Center, Walnut Creek Campus",Acute Care Hospital,Major Teaching,141,0,0.17
2020H1,California,Contra Costa,Surgical Site Infections (SSI),Pacemaker surgery,140000187,"John Muir Medical Center, Walnut Creek Campus",Acute Care Hospital,Major Teaching,54,0,0.08
